código;descrição;estação;Rack;linha;coluna
90714;MAKE B BASE LÍQUIDA MATE SALICYLIC 210Q, 30g;rua 6;Rack 1;8;AI
90715;MAKE B BASE LÍQUIDA MATE SALICYLIC 205N, 30g;rua 6;Rack 1;8;AJ
90716;MAKE B BASE LÍQUIDA MATE SALICYLIC 200N, 30g;rua 6;Rack 1;8;AK
90717;MAKE B BASE LÍQUIDA MATE SALICYLIC 190Q, 30g;rua 6;Rack 1;8;AL
90718;MAKE B BASE LÍQUIDA MATE SALICYLIC 185F, 30g;rua 6;Rack 1;8;AM
90719;MAKE B BASE LÍQUIDA MATE SALICYLIC 180Q, 30g;rua 6;Rack 1;8;AN
90720;MAKE B BASE LÍQUIDA MATE SALICYLIC 175N, 30g;rua 6;Rack 1;9;A
90721;MAKE B BASE LÍQUIDA MATE SALICYLIC 170Q, 30g;RUA 03;Rack 3;5;C
90722;MAKE B BASE LÍQUIDA MATE SALICYLIC 160Q, 30g;rua 6;Rack 1;9;C
90723;MAKE B BASE LÍQUIDA MATE SALICYLIC 150Q, 30g;rua 6;Rack 1;9;D
90726;MAKE B BASE LÍQUIDA MATE SALICYLIC 130Q, 30g;rua 6;Rack 1;9;E
90727;MAKE B BASE LÍQUIDA MATE SALICYLIC 120N, 30g;rua 6;Rack 1;12;H
90728;MAKE B BASE LÍQUIDA MATE SALICYLIC 110Q, 30g;rua 6;Rack 1;9;F
90729;MAKE B BASE LÍQUIDA MATE SALICYLIC 105N, 30g;rua 6;Rack 1;9;G
90731;MAKE B BASE LÍQUIDA MATE SALICYLIC 100F, 30g;rua 6;Rack 1;9;H
90653;MAKE B BASE LÍQUIDA MATE SALICYLIC 350F, 30g;rua 6;Rack 1;9;I
90655;MAKE B BASE LÍQUIDA MATE SALICYLIC 340Q, 30g;rua 6;Rack 1;9;J
90656;MAKE B BASE LÍQUIDA MATE SALICYLIC 335N, 30g;rua 6;Rack 1;9;K
90657;MAKE B BASE LÍQUIDA MATE SALICYLIC 330Q, 30g;rua 6;Rack 1;9;L
90658;MAKE B BASE LÍQUIDA MATE SALICYLIC 325F, 30g;rua 6;Rack 1;9;M
90659;MAKE B BASE LÍQUIDA MATE SALICYLIC 320N, 30g;rua 6;Rack 1;9;N
90660;MAKE B BASE LÍQUIDA MATE SALICYLIC 310Q, 30g;rua 6;Rack 1;9;O
90661;MAKE B BASE LÍQUIDA MATE SALICYLIC 300Q, 30g;rua 6;Rack 1;9;P
90662;MAKE B BASE LÍQUIDA MATE SALICYLIC 295Q, 30g;rua 6;Rack 1;9;Q
90664;MAKE B BASE LÍQUIDA MATE SALICYLIC 290N, 30g;rua 6;Rack 1;9;R
90665;MAKE B BASE LÍQUIDA MATE SALICYLIC 285N, 30g;rua 6;Rack 1;9;S
90666;MAKE B BASE LÍQUIDA MATE SALICYLIC 280Q, 30g;rua 6;Rack 1;9;T
90667;MAKE B BASE LÍQUIDA MATE SALICYLIC 275N, 30g;rua 6;Rack 1;9;U
90668;MAKE B BASE LÍQUIDA MATE SALICYLIC 270Q, 30g;rua 6;Rack 1;9;V
90669;MAKE B BASE LÍQUIDA MATE SALICYLIC 265Q, 30g;rua 6;Rack 1;9;W
90670;MAKE B BASE LÍQUIDA MATE SALICYLIC 260N, 30g;rua 6;Rack 1;9;X
90671;MAKE B BASE LÍQUIDA MATE SALICYLIC 255Q, 30g;rua 6;Rack 1;9;Y
90672;MAKE B BASE LÍQUIDA MATE SALICYLIC 250N, 30g;rua 6;Rack 1;9;Z
90673;MAKE B BASE LÍQUIDA MATE SALICYLIC 245Q, 30g;rua 6;Rack 1;9;AA
90674;MAKE B BASE LÍQUIDA MATE SALICYLIC 240F, 30g;rua 6;Rack 1;9;AB
94441;KIT PRESENTE CLUB 6;rua 6;Rack 1;9;AC
94440;KIT PRESENTE OBSESSÃO POR BAUNILHA;rua 6;Rack 1;9;AE
90255;KIT PRESENTE BODY SPRAY IMPRESSION E INTENTION;rua 6;Rack 1;9;AF
85644;BOTICA 214 ARABIAN OASIS FLORAL FRUTAL EAU DE PARFUM, 75ml;RUA 01;Rack 1;2;A
85646;BOTICA 214 EDP ARAB/OAS FG/AMB PRM 10ml;rua 6;Rack 1;9;AG
85647;BOTICA 214 EDP ARAB/OAS FL/FRUT PRM 10ml;RUA 03;Rack 5;1;A
89180;NIINA SCRT PINCEL RETR MULTIF PINK PS;rua 6;Rack 1;12;W
90366;PMPCK BOTICOLL DES BODY SPRAY PORTINARI;RUA 04;Rack 4;2;G
90366;PMPCK BOTICOLL DES BODY SPRAY PORTINARI;RUA 04;Rack 10;3;A
95619;INSTANCE D/COL BDY/SPL MOR/IRR V2 200ml;RUA 05;Rack 2;2;I
90376;PMPCK QUASAR DES BODY SPRAY RUSH;RUA 04;Rack 6;2;I
90378;PMPCK FLORATTA DES BODY SPRAY RED;RUA 04;Rack 8;3;A
85239;LILY CR ACET CPO CASHMERE 250g;RUA 04;Rack 5;1;D
89870;QDB CASE ORGANIZADOR RIG C/CHARMS PU;rua 6;Rack 1;9;AK
88820;CASA 214 SAB LIQ MAOS FIGO/MAGNF 250ml;RUA 04;Rack 12;4;C
88822;CASA 214 VELA PERF FIGO/MAGNF 170g;RUA 04;Rack 12;4;I
90821;SACOLA P BOTICARIO INST/25;SALA G;Rack 3;1;E
90822;SACOLA M BOTICARIO INST/25;SALA G;Rack 3;1;E
89957;KIT PRESENTE HER CODE CLIMAX;rua 6;Rack 1;9;AL
94400;ESTJ CASA 214 FIGO MAGNIFICO;rua 6;Rack 1;9;AM
90823;SACOLA G O BOTICARIO INST/25;SALA G;Rack 3;1;F
90819;SACOLA PP BOTICARIO INST/25;SALA G;Rack 3;1;F
94775;CAIXA LACO P NATAL 2025 BOTI UNIT;SALA G;Rack 3;1;C
95337;GUIA EUDORA CICLO 04 2026 PRM;CATALAGO;Rack 1;1;I
95336;GUIA EUDORA CICLO 03 2026 PRM;CATALAGO;Rack 1;1;B
89863;PINCEL TUDO EM 1;rua 6;Rack 1;9;AN
94776;CAIXA LACO M NATAL 2025 BOTI UNIT;SALA G;Rack 3;1;C
94984;INSTANCE LOC DES HID CPO KARIT V2 180ml;rua 6;Rack 1;10;A
86058;SOPHIE SPLSH CPO/CAB SHIM BRLH/INT 110ml;RUA 01;Rack 1;2;C
86059;SOPHIE SPLSH CPO/CAB SHIM CHAP/CIN 110ml;rua 6;Rack 1;10;B
86061;SOPHIE SPLSH CPO/CAB SHIM AMIZ/IL 110ml;RUA 01;Rack 1;1;A
89485;BOTIK SRUM FAC LIFT FIR PEPT/PRO/EL 30ml;RUA 05;Rack 5;4;H
89459;BOTIK CR OLH FIRM PEPT/PRO/ELAST 15g;rua 6;Rack 1;10;D
90507;QDB PLT SOMB FRIENDS CENTRAL PERK 10g;rua 6;Rack 1;10;E
90516;QDB STCK 3/1 MULT FRIENDS ROSA ROSS 4g;rua 6;Rack 1;10;F
90517;QDB STCK 3/1 MULT FRIENDS AVEL/CHANDL 4g;rua 6;Rack 1;10;G
90509;QDB STCK 3/1 MULT FRIENDS PESS/PHOEBE 4g;rua 6;Rack 1;10;H
90519;QDB STCK 3/1 MULT FRIENDS CANELA JOEY 4g;rua 6;Rack 1;10;I
90510;QDB STCK 3/1 MULT FRIENDS VERM/MONICA 4g;rua 6;Rack 1;10;J
95157;SACOLA TOP M BOTI NATAL 2025 UNIT;SALA G;Rack 3;1;G
90923;SIAGE SHAMPOO CABELO E BARBA MEN, 250ml;rua 6;Rack 1;14;R
85653;DEM BOTICA 214 EDP ARAB/OAS FOUG/AMB 4ml;rua 6;Rack 1;10;K
89663;CBEM SAB BARRA DELEITE ESPEC 2x90g;rua 6;Rack 1;10;L
89645;NIINA CHARM PINK SECRETS;rua 6;Rack 1;14;S
95162;KIT TAG VD REVEND EUD INSTIT 2025 C/20;SALA G;Rack 3;1;B
90508;QDB STCK 3/1 MULT FRIENDS BRD/RACHAEL 4g;rua 6;Rack 1;10;M
90300;NIINA CLUTCH GOLD SECRETS;rua 6;Rack 1;10;N
89635;KIT MINI ESPONJA BLEND PERFECTION;RUA 03;Rack 9;9;D
89568;MAKE B MINI MALETA ALL SET;rua 6;Rack 1;10;O
95454;PROMOPACK QUASAR DEEP BLUE BODY SPRAY DESODORANTE, 2 unidades de 100ml cada;RUA 04;Rack 9;2;B
87938;CLUB 6 EAU DE PARFUM, 95 ml;RUA 01;Rack 1;3;B
91000;ROYAL LOC DES HID CPO 150ml;RUA 02;Rack 1;3;B
94886;LITTLE SCRT ESPUM BNH BABY 150ml;RUA 04;Rack 12;2;H
89469;PRM BOTIK SÉRUM DE ALTA POTÊNCIA ÁCIDO HIALURÔNICO, 10 ml;rua 6;Rack 1;10;Q
90219;CBEM DES COL BDY SPLSH DEL/CARAM 200ml;RUA 04;Rack 7;1;E
90219;CBEM DES COL BDY SPLSH DEL/CARAM 200ml;rua 6;Rack 2;1;J
88303;SIAGE SHAMP NUTRI DIAMOND 250ml;RUA 01;Rack 1;1;E
88304;SIAGE COND NUTRI DIAMOND 200ml;rua 6;Rack 1;10;R
89658;CBEM MANTG DES HID CPO DELEITE 200g;RUA 03;Rack 2;3;E
89658;CBEM MANTG DES HID CPO DELEITE 200g;RUA 05;Rack 1;3;J
88917;SIAGE MASC CAP NUTRI DIAMOND 250g;RUA 01;Rack 1;1;D
88918;SIAGE FIN CAP NUTRI DIAMOND 100ml;RUA 01;Rack 1;1;B
94401;SIAGE OL CAP NUTRI DIAMOND 60ml;RUA 01;Rack 1;4;E
90998;CBEM SAB LIQ CPO DEL/CARAMEL 150ml;RUA 04;Rack 2;3;F
96328;QDB LAP CONTOR LAB NUD RPCK V2 1,1g;RUA 03;Rack 3;5;H
89470;PRM BOTIK SÉRUM DE ALTA POTÊNCIA VITAMINA C, 10 ml;rua 6;Rack 1;10;S
94631;PRM BOTIK CREME NUTRITIVO FIRMADOR RESVERATROL E SILÍCIO, 10 g;rua 6;Rack 1;10;T
86396;OUI EDP DESIR PARISIEN 750 FEM 75ml;RUA 04;Rack 4;1;E
86397;OUI EDP DESIR PARISIEN 750 MASC 75ml;rua 6;Rack 1;14;Y
96199;CJ FLAC CLUB 6 EDP PRESTIGE 3X1ML;rua 6;Rack 1;10;U
94969;ROYAL LOC DES HID CPO MASC 150ml;RUA 01;Rack 8;3;F
89025;CJ SCH SIAGE NUT/DIAM SH/COND/M 3x7ml;rua 6;Rack 1;10;V
89024;CJ SCH SIAGE NUT/DIAM SH/CON/M VDA 3x7ml;rua 6;Rack 1;10;W
89965;KIT PRESENTE EGEO BOMB BLACK;rua 6;Rack 2;1;H
96437;CAIXA LACO P MAES/26 BOTI UNIT;rua 6;Rack 1;10;X
96438;CAIXA LACO M MAES/26 BOTI UNIT;rua 6;Rack 1;10;Y
96439;CAIXA LACO G MAES 2026 BOTI UNIT;rua 6;Rack 1;10;Z
96445;CARTAO PRESENTE BOTI MAES 2026 UNIT;rua 6;Rack 1;10;AA
96448;SACOLA TOP M BOTI MAES 2026 UNIT;rua 6;Rack 1;10;AB
96074;CJ SCH MATCH ESC/HID SH/COND 2x7ml;rua 6;Rack 1;10;AC
90750;MATCH LEAV IN ESC/HID 150ml;RUA 01;Rack 1;4;B
96529;GIFT TO GO BOTI MAES 2026 VD UNIT;rua 6;Rack 1;10;AD
89694;MATCH COND ESC/HID 280ml;RUA 04;Rack 12;2;I
89694;MATCH COND ESC/HID 280ml;RUA 01;Rack 1;3;D
89693;MATCH SHAMP ESC/HID 300ml;RUA 01;Rack 1;3;A
89768;DEM EUD DES COL VELVET SOUL 4ml;rua 6;Rack 1;10;AE
90141;EUD DES BDY SPR VELVET SOUL 100ml;RUA 01;Rack 1;1;C
90103;NIINA SCR LAP/LAB S/PETALS R/PETALA 0,3g;RUA 03;Rack 6;9;H
90104;NIINA SCR LAP/LAB S/PETALS ROS/SCRT 0,3g;rua 6;Rack 1;10;AG
90105;NIINA SCR LAP/LAB S/PETALS VER/ROM 0,3g;rua 6;Rack 1;10;AH
90106;NIINA SCR LAP/LAB S/PETALS C/ENCANT 0,3g;rua 6;Rack 1;10;AI
95313;NIINA SCR LAP/LAB S/PETALS MAR/AVEL 0,3g;RUA 03;Rack 6;10;H
89767;EUD DES COL VELVET SOUL 100ml;RUA 01;Rack 1;2;B
96579;CAIXA M AMOR;rua 6;Rack 1;10;AK
96583;ENVELOPE M AMOR;rua 6;Rack 1;10;AL
88895;LIZ D'ESSENCE DESODORANTE COLÔNIA 100 ML;RUA 01;Rack 1;2;D
89095;EUD MAKE GL/LAB MICR/INJ PNK/EXTR 5,2ml;rua 6;Rack 1;14;T
89096;EUD MAKE GLOSS LAB MICR/INJ ROSE 5,2ml;rua 6;Rack 1;14;U
89097;EUD MAKE GLOSS LAB MICR/INJ BROWN 5,2ml;rua 6;Rack 1;14;V
89098;EUD MAKE GLOSS LAB MICR/INJ CHERRY 5,2ml;rua 6;Rack 1;14;W
94210;EUD MAKE GLOSS LAB MICR/INJ FUCCIA 5,2ml;rua 6;Rack 1;14;X
95419;MAKE B BATOM EASY MATE BARE ROSE, 3,9g;rua 6;Rack 1;10;AN
87820;MAKE B BATOM EASY MATE WARM CLAY, 3,9g;RUA 03;Rack 6;10;E
87819;MAKE B BATOM EASY MATE TRUE PLUM, 3,9g;rua 6;Rack 1;11;B
87818;MAKE B BATOM EASY MATE WHISPER BEIGE, 3,9g;RUA 03;Rack 6;11;D
90093;NIINA SCR BAT SFT PETALS ROS PETALA 3,6g;RUA 03;Rack 6;11;H
90100;NIINA SCR BAT SFT PETALS ROS SECRET 3,6g;RUA 03;Rack 6;10;F
90101;NIINA SCR BAT SFT PETALS VER/ROMAT 3,6g;RUA 03;Rack 6;11;E
90102;NIINA SCR BAT SFT PETALS CAS/ENCANT 3,6g;RUA 03;Rack 6;11;C
95312;NIINA SCR BAT SFT PETALS MAR/AVELUD 3,6g;RUA 03;Rack 6;10;G
96645;CATALOGO BOTICARIO NNE CICLO 06/26;CATALAGO;Rack 1;1;E
96645;CATALOGO BOTICARIO NNE CICLO 06/26;FLAC E SCH;Rack 1;1;A
87842;THE BLEND EDP SAFFRON 100ml;RUA 01;Rack 1;3;C
55357;MALBEC EAU DE PARFUM 100ml;RUA 01;Rack 1;4;D
55358;MALBEC EDP PRM 10ml;rua 6;Rack 1;11;J
79366;CJ FLAC MALBEC EDP 5x1ml;FLAC E SCH;Rack 1;1;R
90237;ESTJ ZAAD PAIS/26;rua pais;Rack 1;1;B
95649;ESTJ ZAAD INTENSE PAIS/26;rua pais;Rack 1;1;O
90240;ESTJ MALBEC ICON PAIS/26;rua pais;Rack 1;1;E
95648;ESTJ COFFEE MAN ADDICTIVE PAIS/26;rua pais;Rack 1;1;N
90241;ESTJ BOTICOLL PORTINARI PAIS/26;rua pais;Rack 1;1;F
90242;ESTJ UOMINI PAIS/26;rua pais;Rack 1;1;G
90239;ESTJ ARBO PAIS/26;rua pais;Rack 1;1;D
90243;ESTJ CLASH PAIS/26;rua pais;Rack 1;1;H
90247;ESTJ QUASAR BLUE PAIS/26;rua pais;Rack 1;1;I
94630;ESTJ BOTICOLL CONNEXION PAIS/26;rua pais;Rack 1;1;M
95920;NATIVA SPA ÓLEO GLORIOSO HIDRATANTE DESODORANTE CORPORAL BAUNILHA EXCLUSIVE, 200 ML;RUA 04;Rack 5;3;D
95920;NATIVA SPA ÓLEO GLORIOSO HIDRATANTE DESODORANTE CORPORAL BAUNILHA EXCLUSIVE, 200 ML;RUA 03;Rack 5;1;C
90238;ESTJ MALBEC PAIS/26;rua pais;Rack 1;1;C
90609;CLUB 6 PRESTIGE LOÇÃO HIDRATANTE DESODORANTE CORPORAL, 150 ml;RUA 01;Rack 1;4;A
94704;OUI EDP HOTEL/VILLE 75ml;rua 6;Rack 1;14;Y
90957;CJ FLAC GLAMOUR DES COL INTENSE 5x1ml;rua 6;Rack 1;11;K
89705;CONJUNTO FLACONETE EDP ABSOLU, EAU DE PARFUM, 3x1ml;rua 6;Rack 1;14;Z
88748;KISS ME AGAIN DESODORANTE COLÔNIA, 50 ml;rua 6;Rack 1;11;L
88750;CONJUNTO FLACONETE KISS ME AGAIN DESODORANTE COLÔNIA, 3x1ml;rua 6;Rack 1;11;M
96743;BOTIK SRUM FAC ANTIOX ILUM 30ml;RUA 05;Rack 4;3;B
96743;BOTIK SRUM FAC ANTIOX ILUM 30ml;rua 6;Rack 1;14;AA
90298;LIZ D'ESSENCE CREME HIDRATANTE DESODORANTE CORPORAL, 250 g;RUA 01;Rack 1;2;E
95919;NATIVA SPA CREME PERFUMADO DESODORANTE CORPORAL BAUNILHA EXCLUSIVE, 380 ML;RUA 02;Rack 5;3;G
95919;NATIVA SPA CREME PERFUMADO DESODORANTE CORPORAL BAUNILHA EXCLUSIVE, 380 ML;RUA 03;Rack 5;1;D
94212;EUD MAKE LAP CON/LAB M/INJ SFT/ROS 0,3g;rua 6;Rack 1;14;AB
94213;EUD MAKE LAP CON/LAB M/INJ BAR/BRW 0,3g;rua 6;Rack 1;14;AC
89661;EGEO DES COL VANILLA UBESESSION PRM 10ML;rua 6;Rack 1;11;N
89666;CJ FLAC EGEO D/COL VAN/UBESESSION 5x1ml;FLAC E SCH;Rack 1;1;T
97044;KIT ADESIVO VD RE EUD INST 2025 C/20;rua 6;Rack 1;11;O
97217;CATALOGO BOTICARIO NNE CICLO 09/26;rua 6;Rack 1;11;P
97221;CATALOGO BOTICARIO NNE CICLO 10/26;rua 6;Rack 1;11;Q
97232;CATALOGO BOTICARIO NNE CICLO 12/26;CATALAGO;Rack 1;1;A
94763;CBEM LOC DES HID CP LAVANDNH 400ml;RUA 01;Rack 1;3;E
97436;CAIXA LACO M BOTI PAIS 2026 UNIT;rua 6;Rack 1;14;AD
97437;ENVELOPE M BOTI PAIS 2026 UNIT;rua 6;Rack 1;14;AE
97438;SACOLA UNIT M PAIS 2026 BOTI;rua 6;Rack 1;14;AF
97441;GUIA EUDORA CICLO 12 2026 PRM;CATALAGO;Rack 1;1;J
87845;THE BLEND EDP SAFFRON PRM 10ml;rua 6;Rack 1;11;R
90593;QDB GEL HID FAC FRIENDS 80g;RUA 05;Rack 4;1;G
90593;QDB GEL HID FAC FRIENDS 80g;rua 6;Rack 1;11;S
97572;CARTAO PRESENTE AMOR 2026 BOTI UNIT;rua 6;Rack 1;11;T
98056;CARTAO PRESENTE BOTI PAIS/26 UNIT;rua 6;Rack 1;14;AG
98080;KIT PAPEL SEDA BOTI PAIS/26 C/20 VD;rua 6;Rack 1;14;AH
98081;KIT ADESIVO BOTI PAIS/26 C/20 VD;rua 6;Rack 1;14;AI
